County,targetFormation,totalDepth,TVD,spudDate,completionDate,perfInterval,horizontalLength,firstProdDate,lastProdDate,stage,stageLength,stageper1kPI,maxInjRate,maxInjPres,totalProp,propperPI,propperStage,totalFluid,fluidperPI,fluidperStage,proppantConcentrationLbsPerBbl,peakGas,peakOil,First6Gas,First6Gasperstage,First6GasperPI,First6GasperTP,First6GasperTF,First6Oil,First6Oilperstage,First6OilperPI,First6OilperTP,First6OilperTF,First6Water,First6Wperstage,First6WperPI,First6WperTP,First6WperTF,First12BOE,First12Gas,First12Gperstage,First12GperPI,First12GperTP,First12GperTF,First12Oil,First12Operstage,First12OperPI,First12OperTP,First12OperTF,oilGravity
BURKE,THREE FORKS,18764,9301.41,12/3/2009,3/10/2010,9212,9757.23,3/1/2010,5/1/2018,16,575.75,1.736864959,45,7635,1580296,171.5475467,98768.5,40063,4.349001303,2503.9375,39.44527369,7579,5530,25533,1595.8125,2.771710812,16.15709968,637.3212191,27420,1713.75,2.976552323,17351.17978,684.4220353,18371,1148.1875,1.994246635,11.62503733,458.5527794,58970,63121,3945.0625,6.852040816,39.9425171,1575.543519,48450,3028.125,5.259444203,30658.81329,1209.345281,41.9
BURKE,BAKKEN,14141,8376.65,10/22/2009,3/5/2010,4996,6051.39,2/1/2010,5/1/2018,20,249.8,4.003202562,20,5581,1857858,371.8690953,92892.9,18072,3.617293835,903.6,102.8031208,7786,3370,5704,285.2,1.141713371,3.070202351,315.6263834,9843,492.15,1.970176141,5298.036771,544.6547145,35101,1755.05,7.025820657,18.8932631,1942.28641,21041,11623,581.15,2.326461169,6.25612937,643.1496237,19104,955.2,3.823859087,10282.80956,1057.104914,47
BURKE,THREE FORKS,18198,9331.03,8/14/2010,11/9/2010,8501,9026.58,11/1/2010,5/1/2018,27,314.8518519,3.17609693,44,8556,2641710,310.7528526,97841.11111,61427,7.225855782,2275.074074,43.00568154,8513,8434,39127,1449.148148,4.602634984,14.81123969,636.9674573,39119,1448.851852,4.601693918,14808.21135,636.8372214,53501,1981.518519,6.293494883,20.25241226,870.9687922,73519,63722,2360.074074,7.495824021,24.12149706,1037.361421,62899,2329.592593,7.399011881,23809.95643,1023.963404,38
BURKE,BAKKEN,13575,8423.41,11/24/2009,5/11/2010,4858,5428.48,5/1/2010,5/1/2018,22,220.8181818,4.528612598,26.7,7000,2046810,421.3277069,93036.81818,23286,4.793330589,1058.454545,87.89873744,4496,5714,13213,600.5909091,2.719843557,6.455411103,567.4224856,17757,807.1363636,3.655207904,8675.451068,762.5611956,25803,1172.863636,5.311445039,12.60644613,1108.090698,32363,21790,990.4545455,4.485384932,10.64583425,935.7553895,28732,1306,5.914368053,14037.4534,1233.874431,47
BURKE,BAKKEN,14095,8643.25,2/17/2011,9/15/2011,5103,5648.13,9/1/2011,5/1/2018,15,340.2,2.939447384,23,9129,2065830,404.8265726,137722,32722,6.412306486,2181.466667,63.13275472,3892,3894,15118,1007.866667,2.962571037,7.31812395,462.0133244,16516,1101.066667,3.236527533,7994.849528,504.7368743,38649,2576.6,7.573780129,18.70870304,1181.13196,31187,23510,1567.333333,4.607093866,11.38041368,718.4768657,27269,1817.933333,5.343719381,13200.0213,833.353707,42
BURKE,THREE FORKS,19125,9244.63,8/20/2010,11/26/2010,9411,10010.57,11/1/2010,5/1/2018,31,303.5806452,3.294017639,44,9150,3265216,346.9573903,105329.5484,78109,8.299755605,2519.645161,41.80332612,14507,12265,45793,1477.193548,4.865901605,14.02449333,586.2704682,42909,1384.16129,4.559451705,13141.24395,549.3477064,47938,1546.387097,5.093826373,14.68141771,613.7320923,86575,77551,2501.645161,8.240463288,23.75064927,992.8561369,73650,2375.806452,7.825948358,22555.93504,942.9131086,38.4
BURKE,BAKKEN,14673,8378.46,10/7/2010,1/17/2011,5917,6547.87,1/1/2011,5/1/2018,17,348.0588235,2.873077573,29.9,4586,2531960,427.9127936,148938.8235,31967,5.402568869,1880.411765,79.2054306,6413,5130,16714,983.1764706,2.824742268,6.60121013,522.8516908,13826,813.2941176,2.33665709,5460.591794,432.5085244,21874,1286.705882,3.696805814,8.639157017,684.2681515,33275,33365,1962.647059,5.638837249,13.17753835,1043.732599,27715,1630.294118,4.683961467,10946.0655,866.9878312,43
BURKE,BAKKEN,14330,8375.47,11/9/2010,8/18/2011,5449,6255.73,8/1/2011,5/1/2018,21,259.4761905,3.85391815,25.2,4720,3088300,566.764544,147061.9048,56828,10.42906955,2706.095238,54.34468924,6116,7785,22422,1067.714286,4.114883465,7.260305022,394.5590202,28123,1339.190476,5.161130483,9106.304439,494.8792849,101223,4820.142857,18.57643604,32.77628469,1781.217006,46052,28656,1364.571429,5.258946596,9.278891299,504.2584641,41276,1965.52381,7.574967884,13365.28187,726.3320898,46.4
BURKE,BAKKEN,13178,8390.35,11/4/2010,5/29/2011,4351,5043.61,6/1/2011,5/1/2018,17,255.9411765,3.907147782,24.9,6042,1712201,393.5189612,100717.7059,22672,5.210756148,1333.647059,75.52050988,1550,7738,475,27.94117647,0.109170306,0.2774207,20.95095272,20714,1218.470588,4.760744656,12097.8787,913.6379675,28032,1648.941176,6.44265686,16.37190961,1236.414961,36999,3585,210.8823529,0.823948518,2.093796231,158.1245589,36402,2141.294118,8.366352563,21260.35436,1605.592802,42
BURKE,BAKKEN,13505,8313.12,12/17/2010,9/1/2011,4894,5408.58,9/1/2011,5/1/2018,15,326.2666667,3.064977523,31.3,5933,2016917,412.1203515,134461.1333,25789,5.26951369,1719.266667,78.2084222,2934,7474,11871,791.4,2.425623212,5.885715674,460.3125364,30218,2014.533333,6.174499387,14982.27245,1171.739889,38482,2565.466667,7.863097671,19.07961508,1492.186591,48327,18210,1214,3.720882714,9.028631322,706.1150103,45292,3019.466667,9.254597466,22456.05545,1756.252666,42
BURKE,BAKKEN,18808,9030.36,5/29/2011,9/14/2011,9064,9897.77,9/1/2011,5/1/2018,22,412,2.427184466,38.7,7213,2760986,304.6101059,125499.3636,69188,7.633274492,3144.909091,39.90556166,13079,12417,66236,3010.727273,7.307590468,23.98998039,957.3336417,63123,2869.227273,6.964143866,22862.48463,912.3402902,58624,2664.727273,6.467784643,21.2329943,847.3145632,134864,122280,5558.181818,13.49073257,44.28852591,1767.358501,114484,5203.818182,12.63062665,41464.89696,1654.680002,38
BURKE,THREE FORKS,19520,9651.42,6/29/2012,10/1/2012,9175,9990.09,10/1/2012,5/1/2018,25,367,2.72479564,39,8928,2874767,313.3261035,114990.68,64163,6.993242507,2566.52,44.80412387,11877,10178,41514,1660.56,4.524686649,14.44082251,647.0084005,44092,1763.68,4.805667575,15337.59084,687.1873198,57771,2310.84,6.296566757,20.09588951,900.3787229,81336,70123,2804.92,7.642833787,24.39258556,1092.888425,69649,2785.96,7.591171662,24227.70263,1085.50099,38.6
BURKE,BAKKEN,18499,8544.52,11/21/2011,3/14/2012,9587,10072.82,3/1/2012,5/1/2018,38,252.2894737,3.963700845,24,7077,4267169,445.0995098,112293.9211,64758,6.754772087,1704.157895,65.89408258,7289,7899,24468,643.8947368,2.552206112,5.73401241,377.8374873,38170,1004.473684,3.981433191,8945.040611,589.4252448,73333,1929.815789,7.649212475,17.18539856,1132.416072,88014,53786,1415.421053,5.610305622,12.60460975,830.5691961,79050,2080.263158,8.245540837,18525.1627,1220.698601,42
BURKE,BAKKEN,18335,8726.18,12/2/2011,3/27/2012,9346,9958.28,3/1/2012,5/1/2018,37,252.5945946,3.958912904,27,7347,3808254,407.4742136,102925.7838,54799,5.863364006,1481.054054,69.49495429,6956,10261,28158,761.027027,3.012839718,7.393939585,513.8414935,46401,1254.081081,4.964797774,12184.32384,846.7490283,77191,2086.243243,8.259255296,20.2693938,1408.620595,86626,50612,1367.891892,5.415364862,13.29007992,923.5934962,78191,2113.27027,8.366252942,20531.98132,1426.869103,42
BURKE,BAKKEN,18918,9288.52,8/2/2011,10/30/2011,9305,9909.87,10/1/2011,5/1/2018,24,387.7083333,2.579258463,35.6,8074,3162530,339.8742611,131772.0833,63072,6.778291241,2628,50.14158422,10212,10086,38523,1605.125,4.140032241,12.18107022,610.7781583,36188,1507.833333,3.889091886,11442.7373,573.7569762,49281,2053.375,5.296184847,15.58277708,781.3451294,77688,81293,3387.208333,8.73648576,25.7050526,1288.89206,64140,2672.5,6.893068243,20281.23053,1016.933029,39.6
BURKE,BAKKEN,14113,8169.45,2/15/2011,7/30/2011,5609,6248,8/1/2011,5/1/2018,18,311.6111111,3.209128187,45.5,8583,2487740,443.5264753,138207.7778,58399,10.41165983,3244.388889,42.59901711,4342,6294,14467,803.7222222,2.579247638,5.815318321,247.7268446,21996,1222,3.921554644,8841.759991,376.6502851,72136,4007.555556,12.86075949,28.99659932,1235.226631,35092,20029,1112.722222,3.570868247,8.051082509,342.9682015,31754,1764.111111,5.661258691,12764.19562,543.7421874,48
BURKE,THREE FORKS,19135,9234.45,7/25/2011,11/1/2011,9542,9989.6,11/1/2011,5/1/2018,30,318.0666667,3.14399497,31,5690,3526935,369.6221966,117564.5,59774,6.264305177,1992.466667,59.00450028,12398,7395,51583,1719.433333,5.405889751,14.62544674,862.9671764,37665,1255.5,3.947285684,10679.24416,630.1234651,55851,1861.7,5.853175435,15.83556261,934.3694583,74677,86165,2872.166667,9.030077552,24.43056081,1441.513032,60317,2010.566667,6.321211486,17101.81787,1009.084217,42.6
BURKE,BAKKEN,14368,8198.92,4/1/2011,8/5/2011,5432,6772.38,8/1/2011,5/1/2018,20,271.6,3.681885125,49,6501,2791860,513.9653903,139593,46628,8.583946981,2331.4,59.87518229,6914,8740,19137,956.85,3.523011782,6.854570072,410.4186326,24302,1215.1,4.473858616,8704.591204,521.1889852,72043,3602.15,13.2627025,25.80466069,1545.058763,36943,23477,1173.85,4.321980854,8.409089281,503.4957536,33031,1651.55,6.080817378,11831.18065,708.394098,42
BURKE,BAKKEN,15891,8683.66,8/8/2011,2/10/2012,6776,7419.76,2/1/2012,5/1/2018,21,322.6666667,3.099173554,27,6399,4999386,737.8078512,238066,36614,5.403482881,1743.52381,136.5430163,3755,4762,10720,510.4761905,1.582054309,2.144263316,292.7841809,18379,875.1904762,2.712367178,3676.251444,501.9664609,35218,1677.047619,5.197461629,7.04446506,961.8725078,46458,27779,1322.809524,4.099616293,5.556482336,758.6988584,41829,1991.857143,6.17311098,8366.827446,1142.431857,42
BURKE,BAKKEN,16458,8849.05,8/10/2011,2/4/2012,7416,7912.96,2/1/2012,5/1/2018,24,309,3.236245955,26,6840,3206697,432.4025081,133612.375,43056,5.805825243,1794,74.47735507,7827,12461,33050,1377.083333,4.456580367,10.30655531,767.6049796,54836,2284.833333,7.394282632,17100.46194,1273.597176,50044,2085.166667,6.74811219,15.60608938,1162.30026,97215,62565,2606.875,8.436488673,19.5107302,1453.107581,86788,3616.166667,11.70280475,27064.60885,2015.700483,42
BURKE,BAKKEN,13575,8270.36,8/11/2011,11/4/2011,4548,5673.77,11/1/2011,5/1/2018,21,216.5714286,4.617414248,46.7,7159,2794770,614.505277,133084.2857,65638,14.43227792,3125.619048,42.57853682,5898,10374,17377,827.4761905,3.820800352,6.217685176,264.7399372,32951,1569.095238,7.245162709,11790.23676,502.0110302,83346,3968.857143,18.32585752,29.82213205,1269.782748,54517,27413,1305.380952,6.027484609,9.808678353,417.6391724,49949,2378.52381,10.98262973,17872.3115,760.9768732,42
BURKE,BAKKEN,15498,8658.76,5/24/2012,10/11/2012,6635,7103.34,10/1/2012,5/1/2018,26,255.1923077,3.918613414,26.2,4883,2828786,426.3430294,108799.4615,33687,5.077166541,1295.653846,83.97263039,4272,6464,14025,539.4230769,2.113790505,4.95795723,416.3327099,25666,987.1538462,3.868274303,9073.150108,761.8962805,40080,1541.538462,6.040693293,14.16862216,1189.776472,56215,31647,1217.192308,4.769706104,11.18748467,939.4425149,50941,1959.269231,7.677618689,18008.07838,1512.18571,42.6
BURKE,BAKKEN,16676,8528.42,6/1/2012,10/2/2012,7797,8254.14,10/1/2012,5/1/2018,31,251.516129,3.975888162,26.5,7165,3367183,431.8562268,108618.8065,42775,5.486084391,1379.83871,78.71848042,4628,7088,20550,662.9032258,2.635629088,6.103024398,480.4208065,34502,1112.967742,4.42503527,10246.54734,806.5926359,45251,1459.709677,5.803642427,13.43883002,1057.884278,75477,42782,1380.064516,5.486982173,12.70557614,1000.163647,68347,2204.741935,8.765807362,20297.97608,1597.825833,42.6
BURKE,BAKKEN,13864,8432.21,5/14/2011,8/11/2011,4947,5699.66,8/1/2011,5/1/2018,20,247.35,4.042854255,48,6896,2753370,556.573681,137668.5,62617,12.65757024,3130.85,43.97160516,4314,8629,8630,431.5,1.744491611,3.134340826,137.8219972,16790,839.5,3.393976147,6097.981746,268.1380456,34410,1720.5,6.955730746,12.49741226,549.5312774,34829,16386,819.3,3.312310491,5.951252465,261.6861236,32098,1604.9,6.488376794,11657.714,512.6083971,42
BURKE,BAKKEN,14250,8207.93,7/5/2011,9/18/2011,5522,6255.16,9/1/2011,5/1/2018,21,262.952381,3.802969938,35.5,7355,2834118,513.241217,134958,63505,11.50036219,3024.047619,44.62826549,2600,5205,7364,350.6666667,1.333574792,2.598339236,115.9593733,14447,687.952381,2.616262224,5097.529461,227.4938981,64781,3084.809524,11.73143788,22.85755216,1020.092906,31095,15369,731.8571429,2.783230714,5.42285113,242.01244,28534,1358.761905,5.167330677,10068.03528,449.3189513,42
BURKE,THREE FORKS,19325,9181.83,12/30/2011,3/15/2012,9799,10164.47,3/1/2012,5/1/2018,30,326.6333333,3.061536892,31,6708,3451905,352.2711501,115063.5,61238,6.249413205,2041.266667,56.36867631,12010,11881,43860,1462,4.475966935,12.70602754,716.2219537,45202,1506.733333,4.612919686,13094.79838,738.1364512,61710,2057,6.297581386,17.87708526,1007.707633,89224,87340,2911.333333,8.913154404,25.30197094,1426.23861,74668,2488.933333,7.619961221,21630.9545,1219.308273,41.3
BURKE,BAKKEN,18150,8442.22,8/6/2011,2/29/2012,9223,9933.08,12/1/2011,5/1/2018,26,354.7307692,2.819039358,27,6597,2000200,216.8708663,76930.76923,27293,2.959232354,1049.730769,73.2861906,10034,9225,22275,856.7307692,2.415157758,11.13638636,816.1433335,22592,868.9230769,2.449528353,11294.87051,827.7580332,26764,1029.384615,2.901875745,13.38066193,980.6177408,62627,69329,2666.5,7.516968448,34.6610339,2540.175136,51073,1964.346154,5.537569121,25533.94661,1871.285678,40.2
BURKE,BAKKEN,18800,8689,9/11/2011,2/11/2012,9852,10542.02,12/1/2011,5/1/2018,26,378.9230769,2.639058059,27.1,6684,2013600,204.3848965,77446.15385,29659,3.01045473,1140.730769,67.89170235,7714,5888,20371,783.5,2.067701989,10.1167064,686.8404194,18786,722.5384615,1.90682095,9329.558999,633.3996426,31955,1229.038462,3.243503857,15.86958681,1077.413264,42759,49604,1907.846154,5.034916768,24.6344855,1672.477157,34492,1326.615385,3.501015022,17129.51927,1162.952224,40.5
BURKE,BAKKEN,14432,8354.79,8/12/2011,11/6/2011,5649,6419.81,11/1/2011,5/1/2018,21,269,3.717472119,40.8,5760,2636660,466.748097,125555.2381,63062,11.16339175,3002.952381,41.81059909,2629,4173,5478,260.8571429,0.969729156,2.077628515,86.8668929,9929,472.8095238,1.757656222,3765.749092,157.4482256,27704,1319.238095,4.904230837,10.50723264,439.3136913,25365,12804,609.7142857,2.266595858,4.856143758,203.0382798,23231,1106.238095,4.112409276,8810.768169,368.3834956,42
BURKE,THREE FORKS,19401,9071.3,12/5/2011,3/7/2012,9952,10211.42,3/1/2012,5/1/2018,30,331.7333333,3.014469453,31,5940,3523138,354.0130627,117437.9333,62285,6.258540997,2076.166667,56.56479088,9440,7988,27040,901.3333333,2.717041801,7.674976115,434.133419,31144,1038.133333,3.129421222,8839.84675,500.0240828,56574,1885.8,5.684686495,16.05784389,908.3085815,56442,43525,1450.833333,4.373492765,12.35404347,698.8038854,49188,1639.6,4.942524116,13961.41735,789.7246528,39.7
BURKE,BAKKEN,12952,8328.94,10/20/2011,3/1/2012,4346,4866.73,3/1/2012,5/1/2018,15,289.7333333,3.451449609,35,9544,2260338,520.0961804,150689.2,48559,11.17326277,3237.266667,46.54828147,3109,3453,7565,504.3333333,1.740681086,3.346844587,155.7898639,13781,918.7333333,3.170961804,6096.875777,283.7990898,34358,2290.533333,7.905660377,15.20038154,707.5516382,33662,17144,1142.933333,3.944776806,7.584706358,353.0550464,30805,2053.666667,7.088127013,13628.49273,634.3829156,
BURKE,THREE FORKS,19085,9071.87,1/13/2012,5/5/2012,9674,10087.8,5/1/2012,5/1/2018,30,322.4666667,3.10109572,31,6250,3489258,360.6841017,116308.6,59089,6.108021501,1969.633333,59.05088934,11728,11036,38767,1292.233333,4.00733926,11.11038507,656.0781194,39193,1306.433333,4.051374819,11232.47407,663.2875831,56900,1896.666667,5.881744883,16.30719196,962.9541878,69465,59023,1967.433333,6.10119909,16.91563077,998.8830408,59628,1987.6,6.163737854,17089.02007,1009.121833,39.8
BURKE,THREE FORKS,18406,8758.49,4/19/2013,7/1/2013,9516,9940.09,6/1/2013,5/1/2018,30,317.2,3.15258512,31.1,7020,2975300,312.6628836,99176.66667,56902,5.979613283,1896.733333,52.28814453,7383,7409,26886,896.2,2.825346784,9.036399691,472.4965731,33367,1112.233333,3.506410256,11214.66743,586.3941513,72351,2411.7,7.603089533,24.31721171,1271.50188,61670,47158,1571.933333,4.955653636,15.84983027,828.7582159,53811,1793.7,5.654791929,18085.9073,945.678535,
BURKE,BAKKEN,18611,8841.4,12/13/2011,1/28/2012,9439,10048.9,2/1/2012,5/1/2018,36,262.1944444,3.813963344,36,7244,5300536,561.5569446,147237.1111,67744,7.177031465,1881.777778,78.24362305,5982,5982,24740,687.2222222,2.621040364,4.667452499,365.198394,19780,549.4444444,2.09556097,3731.698077,291.9815777,62516,1736.555556,6.623159233,11.79427892,922.8271138,45606,34078,946.6111111,3.610340078,6.429161126,503.0408597,39927,1109.083333,4.230003178,7532.634435,589.3806094,40
BURKE,BAKKEN,18590,8524.81,11/5/2011,1/13/2012,9488,10098.96,1/1/2012,5/1/2018,36,263.5555556,3.794266442,37,8979,5195817,547.6198356,144328.25,67270,7.090008432,1868.611111,77.23824885,5674,5989,11893,330.3611111,1.253478078,2.288956674,176.7950052,15170,421.3888889,1.59886172,2919.656331,225.5091423,52427,1456.305556,5.525611298,10.0902322,779.3518656,43321,21549,598.5833333,2.271184654,4.147374705,320.3359596,39730,1103.611111,4.187394604,7646.535665,590.6050245,36.7
BURKE,THREE FORKS,18680,8822.4,10/31/2011,1/27/2012,9715,10160.37,1/1/2012,5/1/2018,30,323.8333333,3.088008235,31,5597,3527106,363.0577458,117570.2,59490,6.123520329,1983,59.28905698,10319,6142,13796,459.8666667,1.420072054,3.911421999,231.9045218,17090,569.6666667,1.759135358,4845.332122,287.2751723,51481,1716.033333,5.299125064,14.59581878,865.3723315,48374,33964,1132.133333,3.496037056,9.629424236,570.9194823,42714,1423.8,4.396706125,12110.2116,718.0030257,37.6
BURKE,BAKKEN,18876,9036.29,3/7/2012,4/27/2012,9694,10081.13,4/1/2012,5/1/2018,35,276.9714286,3.61048071,40,9000,4306763,444.2709924,123050.3714,65356,6.741902208,1867.314286,65.89697962,14826,14687,44198,1262.8,4.55931504,10.26246394,676.2653773,48048,1372.8,4.956467918,11156.4068,735.1735112,56507,1614.485714,5.829069528,13.12052695,864.6030969,100107,69651,1990.028571,7.184959769,16.17247106,1065.716996,88499,2528.542857,9.129255209,20548.84376,1354.106738,42.2
BURKE,THREE FORKS,19269,9193.6,3/24/2012,9/25/2012,10389,10047.79,9/1/2012,5/1/2018,30,346.3,2.887669651,30,6580,3503060,337.1893349,116768.6667,53146,5.115603042,1771.533333,65.91389757,8976,8475,27448,914.9333333,2.642025219,7.835435305,516.4640801,27767,925.5666667,2.672730773,7926.498547,522.4664133,42170,1405.666667,4.059100972,12.03804674,793.4745795,63754,52180,1739.333333,5.022620079,14.89554846,981.8236556,55058,1835.266667,5.299643854,15717.11589,1035.976367,39.9
BURKE,BAKKEN,18240,8802.35,1/14/2013,4/21/2013,9302,9679.53,4/1/2013,5/1/2018,30,310.0666667,3.225112879,31.7,4599,3090170,332.2049022,103005.6667,51957,5.585572995,1731.9,59.47552784,7424,6223,18522,617.4,1.991184691,5.993844999,356.4870951,17233,574.4333333,1.852612341,5576.715844,331.6781184,42437,1414.566667,4.562137175,13.73290143,816.7715611,39446,37432,1247.733333,4.024080843,12.11324943,720.4419039,33208,1106.933333,3.569984949,10746.33434,639.1439075,
BURKE,THREE FORKS,19198,9361.96,4/24/2013,11/3/2013,9479,10059.22,11/1/2013,5/1/2018,30,315.9666667,3.164890811,36.3,9108,3305700,348.7393185,110190,62090,6.550269016,2069.666667,53.2404574,9867,12021,39359,1311.966667,4.152231248,11.90640409,633.9023997,49864,1662.133333,5.260470514,15084.24842,803.0922854,66187,2206.233333,6.982487604,20.02208307,1065.984861,94964,75994,2533.133333,8.01709041,22.98877696,1223.933,82299,2743.3,8.682244963,24896.08857,1325.479143,37.5
BURKE,BAKKEN,18950,9307.05,5/31/2013,11/6/2013,9362,10044.79,11/1/2013,5/1/2018,30,312.0666667,3.204443495,39.3,8832,3330014,355.6947233,111000.4667,61430,6.56163213,2047.666667,54.20826958,8654,11368,36525,1217.5,3.901409955,10.96842235,594.5791958,46061,1535.366667,4.919995727,13832.07398,749.8127951,56219,1873.966667,6.005020295,16.88251161,915.1717402,84777,69653,2321.766667,7.439970092,20.91672888,1133.859678,73169,2438.966667,7.815530869,21972.5803,1191.095556,38.9
BURKE,BAKKEN,18860,9117.56,4/11/2012,6/10/2012,9588,10108.88,6/1/2012,5/1/2018,36,266.3333333,3.754693367,46.9,9543,4479962,467.2467668,124443.3889,66153,6.899561952,1837.583333,67.72122202,11827,10306,37597,1044.361111,3.921255736,8.392258684,568.3340136,47858,1329.388889,4.991447643,10682.6799,723.4441371,70635,1962.083333,7.367021277,15.76687481,1067.752029,88787,56948,1581.888889,5.939507718,12.71171497,860.8528714,79296,2202.666667,8.270337922,17700.15014,1198.675797,39.2
BURKE,BAKKEN,18955,9330.57,8/7/2012,11/4/2012,9424,9991.91,11/1/2012,5/1/2018,23,409.7391304,2.44057725,37,7974,2537367,269.245225,110320.3043,51682,5.484083192,2247.043478,49.09575868,9932,10075,36847,1602.043478,3.909910866,14.52174636,712.9561549,38450,1671.73913,4.080008489,15153.50361,743.9727565,43322,1883.565217,4.596986418,17.07360425,838.2415541,69288,73559,3198.217391,7.805496604,28.99028796,1423.300182,57029,2479.521739,6.051464346,22475.66079,1103.459618,38.5
BURKE,BAKKEN,19365,9307.57,3/21/2012,11/5/2012,9899,10077.51,11/1/2012,5/1/2018,26,380.7307692,2.626527932,41.2,9014,2910499,294.0194969,111942.2692,56297,5.687140115,2165.269231,51.69900705,13732,10610,55185,2122.5,5.574805536,18.9606662,980.2476153,47107,1811.807692,4.758763511,16185.19711,836.7586195,41024,1577.846154,4.144256996,14.09517749,728.7066806,86084,94162,3621.615385,9.512273967,32.35252787,1672.593566,70391,2707.346154,7.110920295,24185.19986,1250.350818,41
BURKE,BAKKEN,16873,8887.74,2/10/2012,4/10/2012,7673,8137.7,4/1/2012,5/1/2018,35,219.2285714,4.561449238,37.6,6980,5309190,691.9314479,151691.1429,65964,8.596898215,1884.685714,80.48617428,6295,5273,15593,445.5142857,2.032190799,2.936982854,236.3865139,22642,646.9142857,2.950866675,4264.680676,343.2478322,68093,1945.514286,8.874364655,12.82549692,1032.27518,44978,24086,688.1714286,3.139059038,4.536661901,365.1385604,40964,1170.4,5.338720188,7715.677909,621.0053969,43
BURKE,THREE FORKS,18782,9086.5,2/1/2012,5/11/2012,9297,9685.96,5/1/2012,5/1/2018,30,309.9,3.22684737,30,6936,3484415,374.7891793,116147.1667,61379,6.602022158,2045.966667,56.76884602,12623,12526,44061,1468.7,4.739270732,12.64516425,717.8513824,53440,1781.333333,5.748090782,15336.86429,870.6560876,70258,2341.933333,7.557061418,20.16349947,1144.658597,98455,76620,2554,8.241368183,21.98934398,1248.309682,85685,2856.166667,9.216413897,24590.92846,1395.998631,39.4
BURKE,BAKKEN,18914,9150.21,1/14/2012,3/8/2012,9594,10007.41,3/1/2012,5/1/2018,36,266.5,3.752345216,37.5,7610,5294789,551.8854492,147077.4722,71821,7.486032937,1995.027778,73.72201724,8943,7708,42463,1179.527778,4.425995414,8.019771893,591.2337617,37206,1033.5,3.87804878,7026.90891,518.0378998,76140,2115,7.936210131,14.38017643,1060.135615,78066,61431,1706.416667,6.403064415,11.60216205,855.3347907,67828,1884.111111,7.069835314,12810.33106,944.4034475,
BURKE,THREE FORKS,19115,9119.51,2/6/2012,5/12/2012,9540,10069.73,5/1/2012,5/1/2018,30,318,3.144654088,31,7402,3804371,398.7810273,126812.3667,63215,6.626310273,2107.166667,60.1814601,11919,8138,35326,1177.533333,3.70293501,9.285634866,558.8230641,39561,1318.7,4.146855346,10398.82808,625.8166574,60288,2009.6,6.319496855,15.8470349,953.6976983,76591,68902,2296.733333,7.222431866,18.11127253,1089.962825,65108,2170.266667,6.824737945,17113.99861,1029.945424,
BURKE,THREE FORKS,18831,8862.44,5/15/2012,7/30/2012,9579,10082.42,7/1/2012,5/1/2018,36,266.0833333,3.758221109,36.1,8215,3960554,413.4621568,110015.3889,53582,5.59369454,1488.388889,73.91575529,8406,8782,23457,651.5833333,2.448794237,5.922656275,437.7776119,37347,1037.416667,3.898841215,9429.741395,697.0064574,69784,1938.444444,7.285102829,17.61975724,1302.377664,79844,50147,1392.972222,5.235097609,12.66161249,935.8926505,71487,1985.75,7.462887567,18049.74759,1334.160726,40.7
BURKE,BAKKEN,18730,9246.9,9/20/2012,7/3/2013,9089,9857.43,7/1/2013,5/1/2018,25,363.56,2.750577621,36.8,9012,2866280,315.357025,114651.2,62062,6.828253933,2482.48,46.18413844,6545,5788,24220,968.8,2.6647596,8.449976974,390.2549064,25959,1038.36,2.856089779,9056.686716,418.2752731,16424,656.96,1.807019474,5.730075219,264.6385872,50484,45607,1824.28,5.017823743,15.91156482,734.8619123,42883,1715.32,4.718120805,14961.20407,690.97032,42
BURKE,THREE FORKS,18611,9335.33,11/11/2012,5/5/2013,8989,9842.56,5/1/2013,5/1/2018,25,359.56,2.781176994,37.1,8834,2894032,321.9526087,115761.28,55416,6.164868172,2216.64,52.22376209,12036,11682,55956,2238.24,6.224941595,19.33496243,1009.744478,50103,2004.12,5.573812437,17312.52453,904.1251624,52232,2089.28,5.81065747,18.04817639,942.5436697,92765,89902,3596.08,10.00133496,31.0646185,1622.311246,77782,3111.28,8.653020358,26876.68968,1403.601848,40.4
BURKE,BAKKEN,19165,9241.77,1/17/2013,4/25/2013,9678,9898.18,4/1/2013,5/1/2018,34,284.6470588,3.513122546,36.9,9344,3060820,316.2657574,90024.11765,61750,6.380450506,1816.176471,49.56793522,13002,13721,54639,1607.029412,5.645691259,17.85109873,884.8421053,55906,1644.294118,5.776606737,18265.04009,905.3603239,50873,1496.264706,5.256561273,16.62070948,823.854251,116842,103964,3057.764706,10.74230213,33.96606138,1683.62753,99515,2926.911765,10.28259971,32512.52932,1611.578947,39.5
BURKE,BAKKEN,19305,9211.73,7/21/2013,10/19/2013,9763,10102.92,10/1/2013,5/1/2018,31,314.9354839,3.175253508,38.7,9187,2793800,286.1620404,90122.58065,56826,5.820546963,1833.096774,49.16411502,10891,10674,36082,1163.935484,3.695790228,12.91502613,634.9558301,33754,1088.83871,3.457338933,12081.75245,593.9886672,39623,1278.16129,4.058486121,14.18247548,697.2688558,57846,52048,1678.967742,5.331148213,18.62982318,915.9187696,49172,1586.193548,5.036566629,17600.40089,865.3081336,41.1
