County,targetFormation,totalDepth,TVD,spudDate,completionDate,perfInterval,horizontalLength,firstProdDate,lastProdDate,stage,stageLength,stageper1kPI,maxInjRate,maxInjPres,totalProp,propperPI,propperStage,totalFluid,fluidperPI,fluidperStage,proppantConcentrationLbsPerBbl,peakGas,peakOil,First6Gas,First6Gasperstage,First6GasperPI,First6GasperTP,First6GasperTF,First6Oil,First6Oilperstage,First6OilperPI,First6OilperTP,First6OilperTF,First6Water,First6Wperstage,First6WperPI,First6WperTP,First6WperTF,First12BOE,First12Gas,First12Gperstage,First12GperPI,First12GperTP,First12GperTF,First12Oil,First12Operstage,First12OperPI,First12OperTP,First12OperTF,oilGravity
MCKENZIE,BAKKEN,21015,11153.86,8/30/2010,3/22/2011,9535,10089.4,4/1/2011,3/1/2018,29,328.7931034,3.041426324,30,9300,3460000,362.8736235,119310.3448,60005,6.293130572,2069.137931,57.66186151,44505,22851,168692,5816.965517,17.69187205,48.75491329,2811.299058,87192,3006.62069,9.144415312,25200,1453.07891,28457,981.2758621,2.984478238,8.224566474,474.243813,164681,251419,8669.62069,26.36801259,72.66445087,4189.967503,122778,4233.724138,12.87656004,35484.9711,2046.129489,42
MCKENZIE,BAKKEN,20940,11086.25,7/18/2010,11/13/2010,9508,10025.33,11/1/2010,5/1/2018,32,297.125,3.365586874,40,9300,3828000,402.6083298,119625,62792,6.604122844,1962.25,60.96318002,36705,19991,148815,4650.46875,15.65155658,38.87539185,2369.967512,64084,2002.625,6.740008414,16740.85684,1020.57587,21885,683.90625,2.301745898,5.717084639,348.5316601,133487,227197,7099.90625,23.89535128,59.35135841,3618.247547,95621,2988.15625,10.05689945,24979.36259,1522.821379,42
MCKENZIE,BAKKEN,15767,10685.71,7/23/2010,9/17/2010,4852,5303.9,9/1/2010,5/1/2018,15,323.4666667,3.091508656,44.1,6881,1264517,260.6176834,84301.13333,27202,5.606347898,1813.466667,46.48617749,12119,11085,50603,3373.533333,10.4293075,40.01765101,1860.267627,46674,3111.6,9.619538335,36910.5358,1715.829718,11262,750.8,2.321104699,8.906167335,414.0136755,83449,79143,5276.2,16.31141797,62.58753342,2909.455187,70259,4683.933333,14.48042045,55561.92602,2582.861554,44.1
MCKENZIE,BAKKEN,20965,11154.16,7/22/2010,11/2/2010,9529,10058.77,11/1/2010,5/1/2018,30,317.6333333,3.148284185,41.6,8400,2784678,292.2319236,92822.6,71650,7.519152062,2388.333333,38.86501047,25506,22461,47817,1593.9,5.018050163,17.17146471,667.3691556,42827,1427.566667,4.49438556,15379.51605,597.7250523,19194,639.8,2.014272222,6.892717937,267.8855548,132370,145061,4835.366667,15.22310841,52.09255792,2024.577809,108194,3606.466667,11.35418197,38853.32523,1510.034892,41.4
MCKENZIE,BAKKEN,20910,10446.16,9/26/2010,2/7/2011,10226,10407.23,12/1/2010,5/1/2018,17,601.5294118,1.662429102,53,8546,2417824,236.4388813,142224.9412,48570,4.749657735,2857.058824,49.78019354,8550,11765,3762,221.2941176,0.367885781,1.555944519,77.45521927,28582,1681.294118,2.795032271,11821.37327,588.4702491,19384,1140.235294,1.895560336,8.017126143,399.094091,70344,36145,2126.176471,3.534617641,14.94939251,744.1836525,64320,3783.529412,6.289849403,26602.4326,1324.274243,42.3
MCKENZIE,BAKKEN,16578,10737.16,8/26/2010,3/2/2011,5383,5759.95,3/1/2011,5/1/2018,20,269.15,3.715400334,45.5,7658,2780740,516.5781163,139037,25791,4.791194501,1289.55,107.8182312,29794,17936,63438,3171.9,11.78487832,22.81335184,2459.695243,70429,3521.45,13.08359651,25327.43083,2730.758792,13161,658.05,2.44491919,4.732912822,510.2942887,137026,107928,5396.4,20.04978636,38.81269015,4184.715598,119038,5951.9,22.11369125,42808.02952,4615.486022,40
MCKENZIE,BAKKEN,16416,10884.11,10/7/2010,3/4/2011,5163,5941.85,3/1/2011,5/1/2018,15,344.2,2.905287623,28,8232,2131346,412.8115437,142089.7333,38299,7.417974046,2553.266667,55.65017363,35476,22146,103682,6912.133333,20.08173543,48.64625453,2707.172511,74880,4992,14.50319582,35132.72833,1955.142432,22508,1500.533333,4.359480922,10.56046273,587.6915846,131326,137739,9182.6,26.67809413,64.62535881,3596.412439,108370,7224.666667,20.98973465,50845.80354,2829.577796,32
MCKENZIE,BAKKEN,20970,11233.69,8/1/2010,10/21/2010,9378,9929.13,10/1/2010,5/1/2018,30,312.6,3.198976328,43,8417,2310163,246.3385583,77005.43333,58095,6.194817658,1936.5,39.76526379,11820,7997,21784,726.1333333,2.322883344,9.429637649,374.9720286,23655,788.5,2.522392834,10239.53721,407.1778983,44238,1474.6,4.717210493,19.14929812,761.4768913,41661,33770,1125.666667,3.600981019,14.61801613,581.2892676,36033,1201.1,3.842290467,15597.60069,620.2427059,43.9
MCKENZIE,BAKKEN,21341,10626.47,7/26/2010,1/19/2011,11018,10805.43,1/1/2011,5/1/2018,17,648.1176471,1.542929751,40.1,8252,3218980,292.1564712,189351.7647,24948,2.26429479,1467.529412,129.0275774,7568,10449,31878,1875.176471,2.893265565,9.903137019,1277.777778,45837,2696.294118,4.160192412,14239.60385,1837.301587,11287,663.9411765,1.024414594,3.506390223,452.4210358,89380,41168,2421.647059,3.736431294,12.78914439,1650.152317,82519,4854.058824,7.489471773,25635.13908,3307.639891,40
MCKENZIE,BAKKEN,15200,10596.49,8/20/2010,11/15/2010,4273,4824.42,11/1/2010,5/1/2018,15,284.8666667,3.510414229,29.2,4827,922035,215.7816522,61469,29581,6.922770887,1972.066667,31.16983875,26311,18610,90879,6058.6,21.26819565,98.56350355,3072.208512,64989,4332.6,15.20922069,70484.30916,2196.984551,19472,1298.133333,4.556985724,21.11850418,658.2603698,117097,132134,8808.933333,30.92300491,143.3069244,4466.853724,95075,6338.333333,22.25017552,103114.3069,3214.05632,42
MCKENZIE,BAKKEN,22825,10344.85,8/26/2010,2/14/2011,12584,12562.06,2/1/2011,5/1/2018,20,629.2,1.589319771,51.6,8981,3430769,272.6294501,171538.45,28082,2.231563891,1404.1,122.1696816,9147,6296,37209,1860.45,2.956849968,10.84567338,1325.012463,27464,1373.2,2.18245391,8005.202332,977.9930204,6468,323.4,0.513986014,1.885291607,230.3254754,61737,70352,3517.6,5.590591227,20.50618972,2505.23467,50012,2500.6,3.97425302,14577.48977,1780.927284,40
MCKENZIE,THREE FORKS,15509,10775.28,8/18/2010,10/8/2010,4500,4839.41,10/1/2010,5/1/2018,15,300,3.333333333,41.8,7808,1232608,273.9128889,82173.86667,26408,5.868444444,1760.533333,46.67555286,1563,1872,944,62.93333333,0.209777778,0.765855811,35.74674341,9801,653.4,2.178,7951.433059,371.1375341,32553,2170.2,7.234,26.40985617,1232.694638,17705,2507,167.1333333,0.557111111,2.033898855,94.93335353,17288,1152.533333,3.841777778,14025.54583,654.650106,40.1
MCKENZIE,THREE FORKS,22034,11252.34,2/3/2011,7/6/2011,10406,10668.61,7/1/2011,5/1/2018,24,433.5833333,2.306361714,62,8943,2622967,252.0629445,109290.2917,67339,6.471170479,2805.791667,38.95167733,14589,12073,62355,2598.125,5.992216029,23.7726971,925.9864269,49674,2069.75,4.773592158,18938.09568,737.6705921,14232,593,1.367672497,5.425916529,211.3485499,81806,85308,3554.5,8.197962714,32.52347437,1266.843879,67588,2816.166667,6.495098981,25767.76605,1003.697709,42.2
MCKENZIE,BAKKEN,15870,10892.74,7/25/2010,11/2/2010,5645,5062.65,11/1/2010,5/1/2018,10,564.5,1.771479185,36.5,8488,1250959,221.604783,125095.9,28504,5.049424269,2850.4,43.88713865,6079,9577,18697,1869.7,3.312134632,14.94613333,655.9430255,31162,3116.2,5.520283437,24910.48867,1093.25007,13274,1327.4,2.35146147,10.6110592,465.6890261,57706,32097,3209.7,5.68591674,25.65791525,1126.052484,52357,5235.7,9.27493357,41853.49,1836.829919,42.8
MCKENZIE,BAKKEN,20702,10709.7,8/16/2010,11/29/2010,9702,10088.94,11/1/2010,5/1/2018,24,404.25,2.473716759,45.5,7828,2533549,261.1367759,105564.5417,48317,4.980107194,2013.208333,52.43597492,18345,15838,76672,3194.666667,7.902700474,30.26268685,1586.853488,67735,2822.291667,6.981550196,26735.22399,1401.887534,16126,671.9166667,1.662131519,6.364984455,333.7541652,145569,133555,5564.791667,13.76571841,52.71459127,2764.140986,123310,5137.916667,12.70975057,48670.85657,2552.103814,44.6
MCKENZIE,BAKKEN,20734,10514.3,10/22/2011,1/7/2012,9628,10051.15,1/1/2012,5/1/2018,24,401.1666667,2.492729539,56,8738,3224668,334.926049,134361.1667,65069,6.758309098,2711.208333,49.55766955,33194,17776,152918,6371.583333,15.88263398,47.42131593,2350.089905,85026,3542.75,8.831117574,26367.36557,1306.70519,25368,1057,2.634815123,7.866856371,389.8630684,190222,273624,11401,28.41960947,84.85338646,4205.136086,144618,6025.75,15.02056502,44847.40755,2222.533003,42.3
MCKENZIE,BAKKEN,21067,10585.94,11/16/2010,6/21/2011,10152,10658.97,7/1/2011,5/1/2018,21,483.4285714,2.06855792,41.3,9271,2293900,225.9554768,109233.3333,40309,3.970547675,1919.47619,56.90788658,30833,19299,28448,1354.666667,2.802206462,12.40158682,705.748096,23184,1104,2.283687943,10106.805,575.1569128,3285,156.4285714,0.32358156,1.432058939,81.49544767,119089,148478,7070.380952,14.62549251,64.72732028,3683.495001,94343,4492.52381,9.293045705,41127.77366,2340.494679,41.7
MCKENZIE,THREE FORKS,20547,10829.85,12/22/2010,1/19/2011,9507,10035.26,5/1/2011,5/1/2018,20,475.35,2.103713054,48,9581,2324130,244.465131,116206.5,87743,9.229304723,4387.15,26.48792496,24271,18117,6452,322.6,0.678657831,2.776092559,73.5329314,3184,159.2,0.334911118,1369.975001,36.28779504,5118,255.9,0.53834017,2.20211434,58.32943939,48841,63504,3175.2,6.679709688,27.32377277,723.7500427,38257,1912.85,4.024087514,16460.78317,436.0119896,43.4
MCKENZIE,THREE FORKS,20577,10963.48,9/10/2010,3/23/2011,9267,9670.2,4/1/2011,5/1/2018,13,712.8461538,1.402827236,36,8760,1510100,162.95457,116161.5385,19719,2.127873098,1516.846154,76.58096252,16155,14188,22395,1722.692308,2.416639689,14.8301437,1135.706679,19396,1492,2.093018237,12844.1825,983.619859,5004,384.9230769,0.539980576,3.313687835,253.7654039,53669,53550,4119.230769,5.778569116,35.46122773,2715.654952,44744,3441.846154,4.828315528,29629.82584,2269.080582,
MCKENZIE,BAKKEN,19564,10611.86,10/1/2010,1/22/2011,8585,9167.18,1/1/2011,5/1/2018,30,286.1666667,3.494467094,31.3,7653,2021276,235.442749,67375.86667,46643,5.433080955,1554.766667,43.3350342,9659,6913,28384,946.1333333,3.3062318,14.04261467,608.5371867,25864,862.1333333,3.012696564,12795.87746,554.5097871,52371,1745.7,6.100291206,25.90987079,1122.805137,59061,72029,2400.966667,8.39009901,35.6354105,1544.261733,47057,1568.566667,5.481304601,23280.83844,1008.87593,40
MCKENZIE,BAKKEN,20569,10588.53,1/20/2011,8/5/2011,9646,9895.12,8/1/2011,5/1/2018,20,482.3,2.0733983,34.5,7547,2750160,285.1088534,137508,25317,2.624611238,1265.85,108.6289845,31528,21862,174160,8708,18.05515239,63.3272246,6879.172098,121885,6094.25,12.63580759,44319.23961,4814.353991,8402,420.1,0.871034626,3.055094976,331.8718648,247226,260614,13030.7,27.01783123,94.76321378,10294.03168,203791,10189.55,21.12699565,74101.50682,8049.571434,40
MCKENZIE,BAKKEN,20669,10798.73,8/30/2010,11/8/2010,9670,10031.86,11/1/2010,5/1/2018,15,644.6666667,1.551189245,51.3,9000,3233405,334.3748707,215560.3333,69006,7.136091003,4600.4,46.85686752,9160,11121,42223,2814.866667,4.3663909,13.05837036,611.8743298,51129,3408.6,5.287383661,15812.74229,740.9355708,34860,2324,3.604963806,10.78120433,505.1734632,89349,73389,4892.6,7.589348501,22.69712579,1063.516216,77118,5141.2,7.974974147,23850.39919,1117.554995,42.1
MCKENZIE,THREE FORKS,16075,11002.89,1/28/2011,10/6/2011,4702,5321.7,10/1/2011,5/1/2018,15,313.4666667,3.190131859,30.6,9608,2126374,452.2275627,141758.2667,39487,8.397915781,2632.466667,53.84997594,13566,12077,56889,3792.6,12.09889409,26.7539953,1440.702003,48993,3266.2,10.41960868,23040.63161,1240.737458,25149,1676.6,5.348575074,11.82717622,636.8931547,88754,87604,5840.266667,18.63122076,41.19877312,2218.552941,74154,4943.6,15.77073586,34873.45124,1877.93451,42
MCKENZIE,THREE FORKS,20100,10451.58,8/30/2010,6/7/2011,10328,9364.97,6/1/2011,5/1/2018,22,469.4545455,2.130131681,32.2,8331,1010516,97.84237026,45932.54545,26139,2.530886909,1188.136364,38.65932132,16239,16675,64194,2917.909091,6.215530596,63.52596099,2455.870538,50139,2279.045455,4.854666925,49617.22526,1918.168254,1673,76.04545455,0.161986832,1.655589817,64.00397873,85442,90167,4098.5,8.730344694,89.22867129,3449.519875,70415,3200.681818,6.817873741,69682.22176,2693.867401,45.2
MCKENZIE,BAKKEN,17182,11224.23,10/16/2010,2/3/2011,5644,6157.99,2/1/2011,5/1/2018,25,225.76,4.429482636,43.7,9182,2347297,415.8924522,93891.88,60346,10.69206237,2413.84,38.89730885,31364,20097,128694,5147.76,22.80191354,54.82646636,2132.601995,69483,2779.32,12.31094968,29601.28181,1151.410201,51550,2062,9.133593196,21.96143053,854.2405462,141794,212165,8486.6,37.59124734,90.38694294,3515.808836,106434,4257.36,18.8579022,45343.21818,1763.729162,47.5
MCKENZIE,THREE FORKS,20808,10906.31,3/21/2011,1/25/2012,9717,10108.52,1/1/2012,2/1/2018,24,404.875,2.469898117,53,8763,2105702,216.7028918,87737.58333,49969,5.142430791,2082.041667,42.1401669,16559,13043,70992,2958,7.305958629,33.71417228,1420.720847,57714,2404.75,5.939487496,27408.43671,1154.996098,15028,626.1666667,1.546567871,7.136812331,300.7464628,112667,116481,4853.375,11.98734177,55.31694418,2331.06526,93254,3885.583333,9.596994957,44286.4185,1866.237067,42.8
MCKENZIE,THREE FORKS,20726,11065.64,3/5/2011,8/27/2011,9310,9974.66,8/1/2011,5/1/2018,27,344.8148148,2.900107411,38,10211,3084129,331.2705693,114227,82803,8.893984962,3066.777778,37.24658527,26919,21339,64768,2398.814815,6.956820623,21.00041859,782.1938819,57806,2140.962963,6.209022556,18743.05517,698.1148026,30437,1127.296296,3.269280344,9.868912747,367.5833001,105765,100174,3710.148148,10.75982814,32.48048314,1209.787085,89070,3298.888889,9.567132116,28880.11494,1075.685664,
MCKENZIE,THREE FORKS,21231,11089.4,10/29/2010,5/18/2011,9961,10182.15,4/1/2011,5/1/2018,30,332.0333333,3.011745809,37.8,8288,2850842,286.2003815,95028.06667,63811,6.406083727,2127.033333,44.67634107,42758,19962,86614,2887.133333,8.695311716,30.38190121,1357.352181,56650,1888.333333,5.687180002,19871.32223,887.7779693,25344,844.8,2.544322859,8.890005128,397.1729012,124238,172949,5764.966667,17.3626142,60.66593659,2710.332074,95414,3180.466667,9.578757153,33468.70854,1495.259438,43.6
MCKENZIE,THREE FORKS,15700,11014.83,10/4/2010,3/17/2011,4570,4882.43,3/1/2011,5/1/2018,15,304.6666667,3.282275711,28.4,9330,1825200,399.3873085,121680,33648,7.362800875,2243.2,54.24393723,12511,9007,53339,3555.933333,11.67155361,29.22364672,1585.205659,46262,3084.133333,10.12297593,25346.26342,1374.881122,26163,1744.2,5.724945295,14.33431953,777.5499287,79483,83523,5568.2,18.27636761,45.76101249,2482.257489,65563,4370.866667,14.3463895,35920.99496,1948.496196,32
MCKENZIE,BAKKEN,21475,11076.46,11/6/2010,4/9/2011,9965,11360.67,4/1/2011,5/1/2018,23,433.2608696,2.308078274,32,8298,2941200,295.1530356,127878.2609,37289,3.741996989,1621.26087,78.87580788,36478,16254,137575,5981.521739,13.80582037,46.7751258,3689.425836,66364,2885.391304,6.659708981,22563.57949,1779.720561,32353,1406.652174,3.246663322,10.999932,867.6285232,144985,237734,10336.26087,23.85689915,80.82891337,6375.445842,105363,4581,10.57330657,35823.13341,2825.578589,45.8
MCKENZIE,BAKKEN,21244,11018.03,10/4/2010,2/1/2011,9825,10558.5,2/1/2011,5/1/2018,32,307.03125,3.256997455,30,9300,3400000,346.0559796,106250,59000,6.005089059,1843.75,57.62711864,55865,30470,152318,4759.9375,15.50310433,44.79941176,2581.661017,77469,2420.90625,7.884885496,22785,1313.033898,24059,751.84375,2.448753181,7.076176471,407.779661,119183,174915,5466.09375,17.80305344,51.44558824,2964.661017,90031,2813.46875,9.16346056,26479.70588,1525.949153,
MCKENZIE,BAKKEN,23657,10717.17,10/4/2010,2/5/2011,12763,13156.12,2/1/2011,12/1/2017,22,580.1363636,1.723732665,27.1,7711,3243220,254.1111024,147419.0909,26906,2.108125049,1223,120.5389133,3844,4046,10237,465.3181818,0.802084149,3.156430954,380.472757,10154,461.5454545,0.795580976,3130.839104,377.3879432,3529,160.4090909,0.27650239,1.088116131,131.160336,16632,15310,695.9090909,1.199561232,4.720617164,569.0180629,14081,640.0454545,1.103267257,4341.672782,523.3405188,40
MCKENZIE,BAKKEN,20800,11061.98,11/9/2010,2/28/2011,9358,9954.63,2/1/2011,8/1/2017,26,359.9230769,2.778371447,36.5,10027,3216400,343.7059201,123707.6923,61066,6.525539645,2348.692308,52.67088069,37112,20417,139366,5360.230769,14.89271212,43.32980973,2282.219238,75050,2886.538462,8.019876042,23333.5406,1228.998133,43535,1674.423077,4.652169267,13.53531899,712.9171716,161340,242332,9320.461538,25.89570421,75.34261908,3968.3621,120952,4652,12.92498397,37604.77553,1980.676645,45.6
MCKENZIE,BAKKEN,20804,11085.38,9/23/2010,8/2/2011,9388,9915.34,8/1/2011,5/1/2018,40,234.7,4.260758415,36.9,7601,371555,39.57765232,9288.875,72452,7.717511717,1811.3,5.128291835,11841,16413,46494,1162.35,4.952492544,125.1335603,641.7214156,59598,1489.95,6.348317,160401.5556,822.585988,42628,1065.7,4.540690243,114.7286404,588.36195,102039,90929,2273.225,9.685662548,244.7255453,1255.024016,86885,2172.125,9.254899872,233841.5578,1199.207751,42
MCKENZIE,THREE FORKS,20470,10675.87,10/22/2010,3/20/2011,9394,10051.02,3/1/2011,5/1/2018,30,313.1333333,3.193527784,31,7595,2185130,232.6091122,72837.66667,56500,6.014477326,1883.333333,38.67486726,28007,19096,115746,3858.2,12.3212689,52.96984619,2048.60177,74240,2474.666667,7.902916755,33975.0953,1313.982301,19579,652.6333333,2.084202683,8.960107637,346.5309735,157180,210950,7031.666667,22.45582287,96.53887869,3733.628319,122022,4067.4,12.98935491,55841.98652,2159.681416,46.1
MCKENZIE,BAKKEN,21606,11099.29,9/26/2010,4/29/2011,10072,10699.82,5/1/2011,5/1/2018,32,314.75,3.177124702,40,9300,3445000,342.0373312,107656.25,63400,6.294678316,1981.25,54.33753943,15863,10637,56680,1771.25,5.627482129,16.45283019,894.0063091,45043,1407.59375,4.472100874,13074.89115,710.4574132,26863,839.46875,2.667096902,7.797677794,423.7066246,90821,97139,3035.59375,9.644459889,28.19709724,1532.160883,74632,2332.25,7.409849087,21663.86067,1177.160883,42
MCKENZIE,BAKKEN,20710,10795.18,9/22/2010,12/7/2010,9648,10072.5,12/1/2010,5/1/2018,24,402,2.487562189,43.4,8269,2588169,268.2596393,107840.375,50752,5.260364842,2114.666667,50.99639423,16472,11712,79664,3319.333333,8.257048093,30.78006112,1569.672131,55885,2328.541667,5.792392206,21592.48488,1101.138871,16238,676.5833333,1.683043118,6.273933426,319.9479823,117406,146533,6105.541667,15.18791459,56.61647288,2887.235971,92984,3874.333333,9.637645108,35926.55657,1832.124842,46.2
MCKENZIE,BAKKEN,21170,10724.11,10/19/2011,3/1/2012,10059,10668.17,3/1/2012,5/1/2018,15,670.6,1.491201909,40.4,8504,2068743,205.6609007,137916.2,39060,3.88308977,2604,52.96321045,6947,3320,24739,1649.266667,2.459389601,11.95846947,633.358935,16676,1111.733333,1.657818869,8060.93362,426.9329237,48654,3243.6,4.836862511,23.51862943,1245.62212,30744,37844,2522.933333,3.762203002,18.2932341,968.8684076,24437,1629.133333,2.429366736,11812.4871,625.6272401,37.8
MCKENZIE,BAKKEN,20387,10671.71,11/28/2011,2/27/2012,9419,9881.13,2/1/2012,5/1/2018,30,313.9666667,3.185051492,37,8909,4029300,427.7842658,134310,87482,9.287822486,2916.066667,46.05861777,8090,7146,22963,765.4333333,2.43794458,5.69900479,262.4882833,23347,778.2333333,2.478713239,5794.306703,266.8777577,73728,2457.6,7.827582546,18.29796739,842.779086,36279,30740,1024.666667,3.263616095,7.62911672,351.386571,31156,1038.533333,3.307782142,7732.36046,356.1418349,
MCKENZIE,THREE FORKS,19715,10673.96,12/22/2010,4/21/2011,8820,9345.5,4/1/2011,5/1/2018,27,326.6666667,3.06122449,36.4,8483,2164540,245.4126984,80168.14815,58119,6.589455782,2152.555556,37.24324231,33613,20612,134332,4975.259259,15.23038549,62.06029919,2311.326761,85493,3166.407407,9.6930839,39497.07559,1470.999157,15664,580.1481481,1.775963719,7.236641504,269.515993,206263,266056,9853.925926,30.16507937,122.9157234,4577.780072,161921,5997.074074,18.35839002,74806.19439,2786.025224,43.5
MCKENZIE,BAKKEN,22890,10802.04,11/14/2010,3/17/2011,11816,12501.36,3/1/2011,5/1/2018,20,590.8,1.692620176,44.6,7606,3175600,268.7542316,158780,24962,2.112559242,1248.1,127.2173704,17833,19162,84247,4212.35,7.129908599,26.52947474,3375.010015,90434,4521.7,7.65352065,28477.76798,3622.866757,8587,429.35,0.726726473,2.704055926,344.0028844,215217,173584,8679.2,14.69058903,54.6617962,6953.929974,186287,9314.35,15.76565674,58661.98514,7462.823492,40
MCKENZIE,BAKKEN,19445,10975.83,1/2/2011,7/17/2011,8105,8590.28,7/1/2011,5/1/2018,26,311.7307692,3.20789636,37,8506,3255513,401.6672424,125212.0385,75457,9.309932141,2902.192308,43.14394953,61475,22317,168141,6466.961538,20.74534238,51.64808127,2228.302212,80439,3093.807692,9.924614436,24708.54824,1066.024358,43881,1687.730769,5.414065392,13.47898165,581.5365042,166007,292914,11265.92308,36.13991363,89.97475974,3881.866493,117188,4507.230769,14.45872918,35996.78453,1553.043455,47.7
MCKENZIE,THREE FORKS,20600,10936.08,3/2/2012,7/6/2012,10329,9995.12,7/1/2012,5/1/2018,23,449.0869565,2.226740246,32.4,8483,1041660,100.8480976,45289.56522,31336,3.033788363,1362.434783,33.24163901,26393,26257,122532,5327.478261,11.86291025,117.6314728,3910.262956,98127,4266.391304,9.500145222,94202.5229,3131.44626,5435,236.3043478,0.526188402,5.217633393,173.4426857,177637,176886,7690.695652,17.12518153,169.8116468,5644.817462,148156,6441.565217,14.34369252,142230.6703,4727.980597,43.9
MCKENZIE,BAKKEN,19744,11152.15,10/22/2010,1/2/2011,8285,8640.04,1/1/2011,5/1/2018,31,267.2580645,3.741701871,47.3,9510,3619160,436.8328304,116747.0968,76140,9.190102595,2456.129032,47.53296559,49972,35385,111413,3593.967742,13.44755582,30.78421512,1463.265038,79519,2565.129032,9.597948099,21971.67298,1044.378776,52008,1677.677419,6.277368739,14.37018535,683.0575256,139784,156908,5061.548387,18.93880507,43.35481161,2060.782769,113633,3665.580645,13.71550996,31397.61713,1492.421854,43.9
MCKENZIE,BAKKEN,14937,10447.56,4/7/2011,6/14/2011,4101,4764.52,6/1/2011,4/1/2018,12,341.75,2.926115582,38,7100,1540800,375.7132407,128400,3100,0.755913192,258.3333333,497.0322581,18750,13618,80479,6706.583333,19.62423799,52.23195742,25960.96774,52965,4413.75,12.91514265,34375,17085.48387,4193,349.4166667,1.022433553,2.721313603,1352.580645,115909,155137,12928.08333,37.82906608,100.6860073,50044.19355,90053,7504.416667,21.95879054,58445.61267,29049.35484,46.5
MCKENZIE,BAKKEN,20826,10928.58,2/16/2011,9/21/2011,9646,10024.66,9/1/2011,5/1/2018,24,401.9166667,2.48807796,31.6,7632,2413714,250.2295252,100571.4167,38644,4.006220195,1610.166667,62.46025256,29382,18895,63427,2642.791667,6.575471698,26.27776116,1641.315599,45588,1899.5,4.726104085,18887.0761,1179.691543,11505,479.375,1.192722372,4.766513348,297.7176276,85375,110494,4603.916667,11.45490359,45.77758591,2859.279578,66960,2790,6.941737508,27741.48056,1732.739882,45.8
MCKENZIE,THREE FORKS,17499,10620.87,11/6/2010,4/8/2011,6417,7033.92,4/1/2011,5/1/2018,24,267.375,3.740065451,33.6,8834,1800960,280.6545115,75040,54684,8.52173913,2278.5,32.93394777,24322,15407,85251,3552.125,13.28517999,47.33642058,1558.975203,63987,2666.125,9.971482001,35529.38433,1170.122888,13822,575.9166667,2.153966028,7.674795665,252.7613196,121397,139259,5802.458333,21.70157394,77.32487118,2546.613269,98188,4091.166667,15.3012311,54519.81166,1795.55263,44
MCKENZIE,BAKKEN,20317,10881.67,10/30/2010,5/3/2011,8957,9671.06,5/1/2011,5/1/2018,38,235.7105263,4.242491906,31.8,9152,3590657,400.877191,94490.97368,46215,5.159651669,1216.184211,77.69462296,5669,8066,13372,351.8947368,1.492910573,3.724109543,289.3432868,39212,1031.894737,4.377805069,10920.56412,848.4691118,43003,1131.657895,4.801049459,11.97635976,930.4987558,59041,25127,661.2368421,2.80529195,6.997883674,543.6979336,54854,1443.526316,6.124148711,15276.86994,1186.93065,42
MCKENZIE,BAKKEN,21026,11069.84,10/15/2010,2/1/2011,9696,10144.24,2/1/2011,5/1/2018,24,404,2.475247525,42.5,8250,2589423,267.060953,107892.625,50237,5.181208746,2093.208333,51.54414077,31791,16457,148938,6205.75,15.36076733,57.51783312,2964.707287,80255,3343.958333,8.277124587,30993.39119,1597.527719,16816,700.6666667,1.734323432,6.49411085,334.7333639,173044,245481,10228.375,25.3177599,94.80142874,4886.458188,132131,5505.458333,13.62737211,51027.19795,2630.153074,47.4
MCKENZIE,BAKKEN,20128,11243.89,12/29/2010,4/20/2011,8613,9214.22,4/1/2011,5/1/2018,24,358.875,2.786485545,41.5,7890,2259173,262.2980378,94132.20833,48392,5.618483687,2016.333333,46.6848446,27791,16821,78498,3270.75,9.113897597,34.74634302,1622.127624,59796,2491.5,6.942528736,26468.09253,1235.658787,21344,889.3333333,2.478114478,9.447704979,441.0646388,136038,160482,6686.75,18.63253222,71.03572856,3316.291949,109291,4553.791667,12.68907465,48376.55195,2258.45181,42.5
MCKENZIE,BAKKEN,21555,11142.75,6/17/2011,10/17/2011,10041,10594.77,10/1/2011,5/1/2018,26,386.1923077,2.589383528,32,8280,2950243,293.8196395,113470.8846,123299,12.27955383,4742.269231,23.9275501,35633,14860,168674,6487.461538,16.79852604,57.17291762,1368.007851,67687,2603.346154,6.741061647,22942.85589,548.9663339,27680,1064.615385,2.75669754,9.382278002,224.494927,140261,238316,9166,23.73428941,80.77843079,1932.82995,100542,3867,10.0131461,34079.22669,815.4324042,48.1
MCKENZIE,BAKKEN,20982,11116.21,6/11/2011,10/15/2011,9336,10048.69,10/1/2011,5/1/2018,26,359.0769231,2.784918595,32,8399,3176960,340.2913453,122190.7692,124424,13.32733505,4785.538462,25.53333762,51122,17765,178909,6881.115385,19.16334619,56.3145271,1437.897833,78485,3018.653846,8.406705227,24704.43443,630.786665,30634,1178.230769,3.281276778,9.64255137,246.2065196,177342,294659,11333.03846,31.56158955,92.74872834,2368.184595,128233,4932.038462,13.73532562,40363.42919,1030.613065,47.8
